intent_BF,intent_BL,intent_DC,intent_FT,intent_OT,intent_PF,intent_RF,intent_SC,intent_TS,change_AP,change_BL,change_CF,change_DA,change_DC,change_DP,change_LG,change_OT,change_TS,change_UI,risk_H,risk_L,risk_M,complexity_H,complexity_L,complexity_M,scope_C,scope_F,scope_L,scope_M,test_H,test_L,test_M,test_N,security_H,security_L,security_M,security_N,intent_confidence,intent_margin,change_confidence,change_margin,risk_confidence,risk_margin,complexity_confidence,complexity_margin,scope_confidence,scope_margin,test_confidence,test_margin,security_confidence,security_margin,buggy
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,96.36366963386536,94.70564126968384,92.63139367103577,89.46171998977661,78.45842242240906,57.341623306274414,94.8897421360016,89.86077308654785,98.18623661994934,97.09548354148863,70.55034637451172,49.0337073802948,96.57958149909972,93.27480792999268,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,74.2575466632843,50.14964938163757,94.56586837768556,90.14296531677246,98.8593339920044,97.9488730430603,99.67998266220091,99.40861463546752,96.59306406974792,94.09814476966858,93.55211853981018,90.81400632858276,73.3253538608551,49.52009916305542,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,73.496413230896,63.54975700378418,72.44330644607544,48.924410343170166,79.42972183227539,59.34674143791199,92.56735444068909,85.42932868003845,95.7503616809845,93.03413033485413,88.62186670303345,82.5910747051239,62.914884090423584,38.27706277370453,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,36.52119040489197,18.1571826338768,64.47778344154358,42.19485521316528,94.9000120162964,90.73039889335632,99.39589500427246,98.87431263923644,97.41967916488647,95.63537836074828,88.32290172576904,81.51217103004456,84.0749979019165,74.03367161750793,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,66.47574305534363,46.20178937911987,46.35917842388153,17.34834313392639,84.06487703323364,74.92324709892273,81.55615329742432,71.18745446205139,71.91405892372131,54.83297109603882,57.79731273651123,36.70033514499664,74.66131448745728,63.90533447265625,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,80.91909885406494,71.84022665023804,59.191179275512695,27.50842273235321,66.4428174495697,33.03326964378357,87.34628558158875,74.76285696029663,97.85811305046082,96.3250458240509,73.7266480922699,57.276010513305664,67.37381219863892,42.58837103843689,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,86.62787675857544,76.28165483474731,62.52713799476624,36.46194934844971,62.10209131240845,24.435266852378845,96.92214727401732,94.1726803779602,61.90735697746277,32.66439139842987,51.231151819229126,20.157888531684875,99.91762042045592,99.83721375465392,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,43.1797593832016,0.0,71.0546612739563,49.38421547412872,94.93986964225768,92.40980744361876,98.78361821174622,97.61545658111572,94.39803957939148,91.80256128311156,85.1794183254242,77.73652076721191,94.99467015266418,90.26516675949097,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,29.33127582073212,9.17220264673233,60.35003066062927,23.7458884716034,77.5497555732727,55.33137917518616,85.90409755706787,71.88063859939575,98.50109219551086,97.64888882637024,70.72380781173706,44.7059690952301,84.60158705711365,77.2091805934906,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,72.22595810890198,53.96437644958496,55.04577159881592,12.176081538200378,92.80943870544434,88.60223293304443,97.52923846244812,95.85115313529968,98.57041835784912,97.50909209251404,70.10402083396912,56.72443509101868,93.6798095703125,88.39475512504578,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,56.786686182022095,20.122447609901428,33.26294124126434,1.2742817401885986,42.47623682022095,3.801184892654419,56.33602142333984,16.387802362442017,72.27437496185303,59.71497297286987,99.80042576789856,99.63040351867676,34.74035561084747,4.082098603248596,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,77.43998169898987,65.56417346000671,87.1036171913147,76.02963447570801,67.46863126754761,35.59870421886444,81.5452516078949,63.35004568099976,95.084547996521,91.72765016555786,38.7115478515625,8.56296420097351,80.36991357803345,67.24988222122192,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,21.90349847078324,1.3270661234855652,85.83400845527649,77.85020470619202,98.0461061000824,96.35912775993349,98.21025133132936,96.67167067527772,99.12080764770508,98.66178631782532,83.9877724647522,74.5646059513092,46.18946313858032,10.217073559761047,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,46.58278226852417,14.56693410873413,52.6229739189148,16.455766558647156,98.815655708313,98.06118607521056,97.79028296470642,95.62981128692628,94.39941048622131,90.25179147720335,80.5802583694458,67.42589473724365,54.85376715660095,19.437512755393985,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,80.97771406173706,72.9598343372345,74.1544246673584,56.54120445251465,80.54074048995972,61.41063570976257,98.48071336746216,97.03136682510376,98.4670877456665,97.33849167823792,93.42257976531982,90.85392355918884,48.161381483078,2.917948365211487,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,48.82163107395172,19.66890394687653,26.06302499771118,11.66965663433075,80.59528470039368,63.70159387588501,66.45251512527466,37.87164390087128,49.02055859565735,5.760067701339722,47.66756594181061,8.762431144714355,72.02057838439941,54.914188385009766,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,55.58314323425293,40.62314331531525,57.09811449050903,22.466355562210083,97.40148186683656,95.67239880561829,96.52215242385864,93.21934580802916,97.17628955841064,95.1594591140747,84.93533730506897,77.0351231098175,48.73621463775635,0.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,56.42896294593811,39.21910226345062,82.0823073387146,65.91934561729431,90.9852683544159,82.7826976776123,97.99142479896544,96.13967537879944,87.00307011604309,78.38860154151917,82.69895315170288,75.91060996055603,91.35318994522096,83.370840549469,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,31.78478479385376,12.506337463855743,77.29279398918152,68.06148290634155,69.13383603096008,38.45587968826294,90.91758131980896,81.9155216217041,99.14549589157104,98.67178797721864,74.54894185066223,55.70001602172852,75.85980892181396,63.47603797912598,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,61.28880381584168,43.72926950454712,81.6357970237732,73.55275750160217,74.3022620677948,55.51570653915405,89.9810254573822,80.49709796905518,97.03266620635986,95.46427726745604,60.32831072807312,35.179731249809265,95.8973467350006,91.9391930103302,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,51.19801163673401,38.25312852859497,50.443583726882935,5.927276611328125,91.68736338615416,83.67581367492676,98.23318123817444,96.54298424720764,95.75546979904176,93.12267303466795,84.48415994644165,78.36414575576782,61.58086061477661,34.254518151283264,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,69.95519995689392,52.26775407791138,86.54314279556274,79.4392466545105,84.34552550315857,69.68847513198853,77.8013288974762,56.196677684783936,90.64653515815736,82.47449994087219,78.77563834190369,66.31152033805847,75.78888535499573,64.87045884132385,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,85.82844734191895,77.33027935028076,84.83612537384033,74.70389604568481,95.50564885139464,93.18827390670776,98.37923049926758,96.93138003349304,93.73615384101868,89.06930685043335,67.04068183898926,46.59442901611328,49.9051570892334,5.864009261131287,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,65.56679606437683,47.919732332229614,65.34204483032227,46.62123322486877,94.30537223815918,88.64189386367798,97.03908562660216,94.10876035690308,97.33028411865234,95.94194293022156,94.92326378822328,91.24268889427184,89.80643153190613,84.73989963531494,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,42.45023131370544,15.042302012443542,70.49755454063416,51.52339339256287,66.25314950942993,32.9389750957489,54.60209250450134,9.335365891456604,99.67437982559204,99.42731261253356,53.492915630340576,9.14573073387146,82.05128312110901,64.85239863395691,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,66.53410196304321,44.59348320960999,62.27882504463196,47.71564304828644,99.9865174293518,99.97427463531494,98.1774926185608,97.0164954662323,98.96143078804016,98.11851978302002,60.77232956886292,29.244062304496765,83.19581151008606,66.81358814239502,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,49.21175241470337,21.1717426776886,58.32642912864685,18.239298462867737,91.83266162872314,84.75128412246704,94.9905276298523,91.06979966163637,95.73715329170228,92.56199598312378,76.45963430404663,64.73417282104492,71.07460498809814,46.511876583099365,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,48.370569944381714,24.048319458961487,83.80510807037354,76.01001858711243,96.6250479221344,93.3187186717987,96.6740906238556,93.36608648300172,97.69350290298462,95.9592342376709,90.94874262809752,86.12863421440125,88.90095353126526,83.56203436851501,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,76.55996084213257,58.08901190757752,37.46218681335449,7.124382257461548,66.7601227760315,49.88051950931549,76.94681882858276,63.98686170578003,34.412869811058044,4.043617844581604,70.29024362564087,53.85368466377258,58.313727378845215,43.79829168319702,1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,37.43387460708618,18.902763724327087,82.41915106773376,75.2734899520874,75.47740340232849,57.54994750022888,73.94638061523438,49.75121915340424,56.61482810974121,19.44964230060577,65.1754081249237,38.84216248989105,68.73130202293396,52.40618586540222,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,23.351630568504333,1.4148041605949402,63.23493123054504,38.471776247024536,67.81062483787537,35.7791543006897,87.35834956169128,74.7731864452362,99.68980550765993,99.54453706741332,90.80357551574708,82.86924958229065,79.39173579216003,65.59551954269409,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,32.74751603603363,12.885144352912905,88.60739469528198,78.02475094795227,95.98184823989868,92.02020168304443,98.95305633544922,97.92038798332214,97.58578538894652,96.00845575332642,94.69867944717409,91.65459275245668,76.3766348361969,53.08307409286499,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,50.119608640670776,15.672937035560608,56.07689619064331,26.06109380722046,94.53537464141846,91.59003496170044,93.10638904571532,86.36178374290466,90.42615294456482,82.01521039009094,73.06358218193054,61.85891628265381,84.16584730148315,74.11366701126099,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,35.86734235286713,12.709645926952362,63.26013803482056,39.98803198337555,77.55528688430786,55.33532500267029,93.18166971206664,86.43161058425903,98.73350858688354,97.79533743858336,76.90208554267883,58.6362361907959,73.18631410598755,58.775073289871216,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,31.66570365428925,14.716272056102753,56.55426979064941,24.33061897754669,91.9013500213623,83.87110233306885,95.2056646347046,90.46565294265748,98.48987460136414,97.84667491912842,93.8741147518158,88.89896869659424,89.25268054008484,84.21738743782043,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,39.76220190525055,12.434065341949465,75.99546909332275,54.22240495681763,95.38803696632384,92.22446084022522,99.38256740570068,98.82742166519164,95.43740153312685,93.68940591812134,88.27103972434998,82.26411938667297,92.80142188072205,86.07890605926514,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,32.773756980896,8.79596322774887,72.05389142036438,48.66141676902771,76.07542872428894,52.87373661994934,88.30932378768921,77.08205580711365,97.76232838630676,96.18214964866638,65.97307920455933,40.137651562690735,71.73052430152893,52.424514293670654,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,59.7919225692749,34.86694097518921,79.79640364646912,63.07016611099243,93.16359758377077,86.4148497581482,97.92913794517516,95.8966851234436,98.86239767074584,98.19626808166504,84.86434817314148,76.97073221206665,53.741830587387085,14.423468708992004,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,65.22101163864136,54.236000776290894,58.71122479438782,46.45266234874725,84.74095463752747,75.66866874694824,52.616411447525024,15.596139430999756,51.03734731674194,18.08515787124633,34.33508276939392,1.5723168849945068,79.76735830307007,71.16056680679321,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,48.31377565860748,25.49196481704712,77.41705775260925,63.09634447097778,57.25122690200806,16.654029488563538,79.62819933891296,60.71484088897705,98.49591851234436,97.29418754577635,44.8114275932312,14.960578083992004,67.04318523406982,37.29295432567597,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,67.17092990875244,40.0314211845398,36.47199273109436,13.19824755191803,79.39437627792358,67.02711582183838,92.59256720542908,86.48542761802673,68.0523693561554,52.62870788574219,44.63514685630798,7.631310820579529,75.17838478088379,63.00135850906372,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,56.88790678977966,28.28287184238434,51.42248868942261,6.042301654815674,86.61563992500305,73.33270311355591,97.36341834068298,94.76876854896544,98.73483180999756,97.76687026023863,80.80279231071472,65.85577726364136,50.82508325576782,3.0793339014053345,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,42.18930602073669,26.6687273979187,64.92656469345093,30.173879861831665,83.96815657615662,68.43560934066772,96.61622643470764,93.3102011680603,96.87909483909608,94.73875761032104,89.34416174888611,84.60909724235535,80.25354743003845,69.39241290092468,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,79.73679304122925,66.72011613845825,64.70257043838501,30.069777369499207,62.02343106269837,24.404320120811462,66.12297296524048,32.87425339221954,93.87655258178712,88.23882937431335,46.42127156257629,2.812522649765014,47.07578718662262,20.252811908721924,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,60.37393808364868,39.50926065444946,53.6413848400116,11.865434050559998,65.00887870788574,30.212131142616272,91.87132716178894,83.8437020778656,97.19514846801758,95.67247033119202,91.56922101974487,86.716228723526,70.99648714065552,55.15502691268921,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,62.220144271850586,30.9338927268982,90.43425917625429,84.37554240226746,83.54735374450684,67.84927248954773,76.05087757110596,55.05056381225586,69.24217343330383,53.79215478897095,51.58556699752808,16.131359338760376,73.61671328544617,59.892189502716064,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,54.6100914478302,21.487396955490112,55.76531291007996,21.941938996315,87.50423192977905,76.37931704521179,94.27145719528198,88.95302414894104,94.75797414779665,91.61529541015624,60.733044147491455,28.22498679161072,74.05912280082703,50.01564621925354,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,52.52377986907959,35.96412539482117,35.92667579650879,22.70998954772949,89.9725615978241,83.2480788230896,81.54078722000122,63.90635371208191,68.56891512870789,52.40911245346069,99.35484528541564,98.84155988693236,69.97799277305603,48.12979698181152,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,39.58038687705994,12.377211451530457,30.31778037548065,13.043230772018433,59.56031084060669,23.435157537460327,49.07462298870087,23.21411371231079,36.94380521774292,9.915140271186829,70.08289098739624,50.00380277633667,53.40571999549866,24.81969892978668,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,72.13408946990967,64.04086947441101,42.38099753856659,7.245916128158569,83.52946639060974,68.07806491851807,77.37237215042114,55.20481467247009,98.42976927757265,97.2288429737091,82.0048987865448,69.42903995513916,99.8928725719452,99.79283213615416,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,26.58618986606598,9.68697965145111,39.385244250297546,20.635056495666504,87.41357326507568,75.58343410491943,72.84084558486938,55.53962588310242,37.55612373352051,5.620342493057251,45.2061265707016,18.106666207313538,58.19092392921448,25.034737586975098,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,77.9324471950531,71.53536081314087,48.13907742500305,5.656489729881287,67.46863126754761,35.59870421886444,98.6877977848053,97.77891635894775,98.195481300354,96.9974160194397,79.49034571647644,69.996577501297,99.78500604629517,99.5862603187561,0
